ESG,Subcategory,Ambition.level,Years,Opportunity,Shortlist (Env.),Shortlist (Soc.),Shortlist (Gov.),Time period,% of total,Priority initiatives,Include? (Y/N), Total estimated cost , Cost based on ambition ,Annual cost,Annual.fixed.cost,Annual.variable.cost,Type of expense,Sources,Comments,ROI group,ROI,Total.value.growing,Total.value.uniform,Type of value dist.,Flag to review,Already pursued by Healius
Social,Patient focus,Aspirational,1-3 years,Digitise and automate patient and referrer experience,0,0,0,3,55%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<5 years,Digitise and automate patient and referrer experience,0,0,0,5,55%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<10 years,Digitise and automate patient and referrer experience,0,0,0,10,55%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,1-3 years,Digitise and automate patient and referrer experience,0,0,0,3,75%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<5 years,Digitise and automate patient and referrer experience,0,0,0,5,75%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<10 years,Digitise and automate patient and referrer experience,0,0,0,10,75%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,1-3 years,Digitise and automate patient and referrer experience,0,0,0,3,85%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<5 years,Digitise and automate patient and referrer experience,0,0,0,5,85%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<10 years,Digitise and automate patient and referrer experience,0,0,0,10,85%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,1-3 years,Digitise and automate patient and referrer experience,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<5 years,Digitise and automate patient and referrer experience,0,1,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<10 years,Digitise and automate patient and referrer experience,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,https://www.statista.com/statistics/270233/percentage-of-global-rundd-spending-by-industry/,Based on 5% of revenue (using FY20 figures),Medium (+),3%, -   , -   ,Growing,,
Social,Patient focus,Risk management,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Risk management,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Risk management,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Hygiene factors,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Hygiene factors,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Hygiene factors,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Quick wins,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Quick wins,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Quick wins,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,50%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,5,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,1-3 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<5 years,Ensure best practice privacy and cybersecurity for patient security,0,1,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<10 years,Ensure best practice privacy and cybersecurity for patient security,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Based on 1% of revenue (using FY20 figures),Medium (+),0%, -   , -   ,Growing,,
Social,Patient focus,Quick wins,1-3 years,Encourage employees to speak up for patient safety,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Quick wins,<5 years,Encourage employees to speak up for patient safety,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Quick wins,<10 years,Encourage employees to speak up for patient safety,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Aspirational,1-3 years,Encourage employees to speak up for patient safety,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Aspirational,<5 years,Encourage employees to speak up for patient safety,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Aspirational,<10 years,Encourage employees to speak up for patient safety,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,1-3 years,Encourage employees to speak up for patient safety,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,<5 years,Encourage employees to speak up for patient safety,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,<10 years,Encourage employees to speak up for patient safety,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,1-3 years,Encourage employees to speak up for patient safety,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,<5 years,Encourage employees to speak up for patient safety,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,<10 years,Encourage employees to speak up for patient safety,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,1-3 years,Encourage employees to speak up for patient safety,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,<5 years,Encourage employees to speak up for patient safety,0,1,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,<10 years,Encourage employees to speak up for patient safety,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,1-3 years,Track net promoter scores from patients and referrers,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,<5 years,Track net promoter scores from patients and referrers,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Fast follower,<10 years,Track net promoter scores from patients and referrers,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,1-3 years,Track net promoter scores from patients and referrers,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,<5 years,Track net promoter scores from patients and referrers,0,0,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Industry leader,<10 years,Track net promoter scores from patients and referrers,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,1-3 years,Track net promoter scores from patients and referrers,0,0,0,3,100%,,Y,"10,000","10,000","3,333","3,333", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,<5 years,Track net promoter scores from patients and referrers,0,1,0,5,100%,,Y,"10,000","10,000","2,000","2,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,REGENERATION,<10 years,Track net promoter scores from patients and referrers,0,0,0,10,100%,,Y,"10,000","10,000","1,000","1,000", -   ,Once off,,TBC - currently assumes no cost,Low (+),3%,"10,300", -   ,Growing,,
Social,Patient focus,Aspirational,1-3 years,Establish processes for ongoing feedback with area managers,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<5 years,Establish processes for ongoing feedback with area managers,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Aspirational,<10 years,Establish processes for ongoing feedback with area managers,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,1-3 years,Establish processes for ongoing feedback with area managers,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<5 years,Establish processes for ongoing feedback with area managers,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Fast follower,<10 years,Establish processes for ongoing feedback with area managers,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,1-3 years,Establish processes for ongoing feedback with area managers,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<5 years,Establish processes for ongoing feedback with area managers,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,Industry leader,<10 years,Establish processes for ongoing feedback with area managers,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,1-3 years,Establish processes for ongoing feedback with area managers,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<5 years,Establish processes for ongoing feedback with area managers,0,1,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Patient focus,REGENERATION,<10 years,Establish processes for ongoing feedback with area managers,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Risk management,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Risk management,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Risk management,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,<5 years,Ensure fair and equal compensation for staff,0,0,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,1-3 years,Ensure fair and equal compensation for staff,0,0,0,3,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,<5 years,Ensure fair and equal compensation for staff,0,1,0,5,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,<10 years,Ensure fair and equal compensation for staff,0,0,0,10,100%,,Y,"10,000","10,000","10,000", -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,1-3 years,Enhance paid parental leave,0,0,0,3,15%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<5 years,Enhance paid parental leave,0,0,0,5,15%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<10 years,Enhance paid parental leave,0,0,0,10,15%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,1-3 years,Enhance paid parental leave,0,0,0,3,30%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,<5 years,Enhance paid parental leave,0,0,0,5,30%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Quick wins,<10 years,Enhance paid parental leave,0,0,0,10,30%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,1-3 years,Enhance paid parental leave,0,0,0,3,55%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,<5 years,Enhance paid parental leave,0,0,0,5,55%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Aspirational,<10 years,Enhance paid parental leave,0,0,0,10,55%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,1-3 years,Enhance paid parental leave,0,0,0,3,75%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,<5 years,Enhance paid parental leave,0,0,0,5,75%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Fast follower,<10 years,Enhance paid parental leave,0,0,0,10,75%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,1-3 years,Enhance paid parental leave,0,0,0,3,85%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,<5 years,Enhance paid parental leave,0,0,0,5,85%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Industry leader,<10 years,Enhance paid parental leave,0,0,0,10,85%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,1-3 years,Enhance paid parental leave,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,<5 years,Enhance paid parental leave,0,1,0,5,100%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,REGENERATION,<10 years,Enhance paid parental leave,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,,,,Medium (+),0%, -   , -   ,Growing,,
Social,Pay and conditions,Risk management,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Risk management,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Risk management,<10 years,Regularly review WH&S practices,0,0,0,10,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Hygiene factors,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Hygiene factors,<10 years,Regularly review WH&S practices,0,0,0,10,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Quick wins,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Quick wins,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Quick wins,<10 years,Regularly review WH&S practices,0,0,0,10,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Aspirational,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Aspirational,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Aspirational,<10 years,Regularly review WH&S practices,0,0,0,10,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Fast follower,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Fast follower,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Fast follower,<10 years,Regularly review WH&S practices,0,0,0,10,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Industry leader,1-3 years,Regularly review WH&S practices,0,0,0,3,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
Social,Pay and conditions,Industry leader,<5 years,Regularly review WH&S practices,0,0,0,5,100%,,Y,"65,288","65,288","65,288", -   ,"65,288",Annual,,,Medium (+),3%,"672,466", -   ,Growing,,
